id,text,class,volunteers_count,judgment_confidence
6240,RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,2,4.0,0.75
7104,i feel very blessed to call them mom and dad,1,4.0,1.0
10566,This store is SO redneck...,2,3.0,0.6666666666666666
9824,i cannot speak for others but all i know is i feel i am the most successful prettiest version of myself when i walk out of my starbucks with my red cup holiday cup in hand,1,2.0,0.7891502221773518
13764,RT @Smiilze: I'm finally finished work. I'm going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.,2,3.0,1.0
10490,im gradually feeling a little irritated with how pacified all these people can be at present until i wish to just disappear and let them coordinate their own nonsense sometimes,3,3.0,0.7036903600359404
18647,i can say without a doubt that i certainly tend to eat more when i am feeling unhappy or stressed,0,3.0,0.871141424871899
12631,i arrived at the monastery one week later i was feeling terrified,4,3.0,0.9452328085263162
2721,i feel very peaceful about the whole situation,1,3.0,0.8292783945073335
7445,i am feeling very sentimental and i am going to miss college i am thrilled about this new upcoming adventure,0,2.0,0.8141619659299787
7893,im tired but i feel fabulous and i am so freaking proud of myself at this moment for continuing to push myself to train and to get so far out of my comfort zone,1,3.0,0.9097683235891909
7509,i feel as if im in some strange catholic vortex,5,4.0,1.0
16529,"RT @JeffDuncan_: JSU coach Omar Johnson: ""It's what u do against the ball. U throw it, hit it, catch it. Doesn't matter if the Yankees are &#8230;",2,3.0,1.0
8042,i noticed several months ago that i d start feeling resentful as i walked toward a pedestrian crossing with the intention of course of crossing the road,3,3.0,0.7442690622148271
12809,i feel like i m on a roller coaster of craziness but i keep in mind that my throne is precious to my lady and i and i will do anything to keep it the way it is even if that means killing the people around me,1,3.0,0.7205633583597779
13924,i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,3,3.0,0.9045904631567745
13676,"Charlie Rangel: Some Republicans 'Believe That Slavery Isn't Over' | Truth Revolt: http://t.co/NpbdPk0Cqz 
Bam, Race Card Vote Democrats out",2,3.0,1.0
18301,im feeling very thankful for the rhythm of these days,1,4.0,0.645596806539371
14697,i feel like the people who cause pain go through life without issue and the people burdened by pain the ones who are strong enough to deal are the ones who become depressed and jaded,0,4.0,0.8112149364617517
11428,"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&#8230;",2,6.0,0.8333333333333334
14882,Early bird gets the worm.... #GoGetIt,2,9.0,1.0
12584,i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,0,4.0,0.7458201302401266
15080,i feel the other person is unimportant but it is my interpretation see the trend that i have been misunderstood and that instead of wasting time hence the impatience part having them explain what i feel is already a misunderstanding i try to reexplain my intent,0,3.0,0.6745595406511122
15853,i feel somewhat brave for posting this photo again,1,3.0,0.8235340733400796
16917,i get the feeling that most people in her life think that shes lead some sort of charmed existance,1,3.0,0.8732862817549983
9053,i get the feeling that my supervising teacher is overwhelmed and may have too many students,4,3.0,1.0
14540,Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,2,3.0,0.6666666666666666
6054,i notice a lump or feel pain in any part of my body i will somehow become fearful or scared,4,2.0,0.8932196146174639
14719,@JustTooMuchCake Lmao. it bel ike that nowadays,2,3.0,1.0
4225,i feel irritated by everything,3,3.0,0.8095498130183185
2550,i sighed feeling like she was doomed to fail at this sort of thing,0,3.0,1.0
17824,i feel privileged to be amongst this new culture and learn new things,1,4.0,0.9643607744367264
7440,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol",2,3.0,1.0
17674,i feel so excited cause that means i get to skip classes,1,4.0,1.0
6768,i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,0,4.0,1.0
14130,RT @drizzyswerve96: @0kkaren it looks like he's wearing a trash bag,2,6.0,0.6666666666666666
2681,i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n,5,3.0,0.8406858988934545
6449,im feeling today youd think that the men had beaten me up,0,4.0,0.8937439887567735
15767,i do feel tia is important to the story,1,4.0,0.9288005129011128
14500,im not sure why today i feel so horrible,0,2.0,1.0
1045,i just feel so disgusted with myself,3,3.0,1.0
2644,i feel like a divorcee we were together so long and our separation was so messy,0,4.0,0.725125332029541
4435,@Buster_ESPN Sounds like they are holding back info.......Yankee shill,2,3.0,1.0
11357,i can t take medication because its triggering i have to be really at the point of i can t stand what i m feeling anymore just so i can get past that barrier but medicine has me afraid of vomiting,4,3.0,0.8853270116892966
11831,i feel ungrateful for being unhappy but i cant seem to move on properly,0,3.0,0.8287964235850958
4487,i wish i could feel more assured of myself my decisions my thoughts my perception hellip but it seems that every now and then someone comes along and shoots one or more of those down,1,3.0,0.8254834587884727
2061,im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,3,2.0,0.9745267668642735
4645,"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
#work",2,3.0,1.0
9112,i feel hated by jim martin s,3,2.0,0.914191927463939
11004,i needed to feel energetic and confident,1,2.0,0.9658336324390895
3775,i just feel so listless,0,3.0,0.850448436264518
17588,colored denim makes me puke,2,3.0,1.0
5596,i simply said how sorry i am and just got out from her car and got into my house feeling restless,4,3.0,1.0
17925,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,2,3.0,0.6666666666666666
10741,i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,3,3.0,0.9184037705850324
9297,i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,1,3.0,0.714678271833446
7265,I could go for a brownie right now,2,3.0,1.0
13758,i had faced were loneliness anxiety and feeling homesick comparing each penny spent here and converting same in indian currency feeling like i have spent a lot getting nervous in early days of new responsibility and last but not the least uk weather,0,2.0,0.6851586269599864
10573,@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,2,3.0,1.0
4174,i feel that i have so much to do to make a positive impact on this world we live in,1,4.0,0.9648427706346737
8737,i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah,3,3.0,0.9753355745572301
9216,i feel surprised because i didnt expect it,5,2.0,1.0
17256,i just tell you that the feeling of a skid is not pleasant,1,2.0,0.6482288153899016
13024,i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,1,5.0,0.8597531378189419
14543,i feel flirty playful sexy reckless,1,2.0,0.8011451847246382
10143,i was also worried about the long trip because i had vomited the night before and as you may guess im not feeling well at all,1,3.0,0.6260308871275517
17911,i arrived in anchorage it only took a few hours after spending time with my parents eating at a local favorite joint and then going on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,1,3.0,0.9413912719149017
8543,i start to feel unsure,4,2.0,0.8799645199807942
5607,i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,1,2.0,0.9227949430565862
983,i trust he has a plan and if i stay true to and listen to the promptings in my heart i feel assured that everything will be okay and will be worked out for his plan,1,3.0,1.0
17253,i feel like im assaulted by constant flakiness,4,4.0,0.825317134569419
5480,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",2,6.0,0.6666666666666666
5068,i feel it and im unhappy,0,4.0,0.6991200773189535
4797,i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,0,3.0,0.9964772665438445
14312,i have my drive back and am begging to feel a little bit useful again,1,4.0,1.0
3662,We over here struggling with college and work and ice jj fish making money for being trash lol. What has this world come to.,2,3.0,1.0
18133,i feel so determined this time and i say this time because i have tried every diet under the sun,1,2.0,0.9017021740154947
10486,i found myself agreeing with a lot of her thoughts about how pregnant women are wrong in feeling superior to others about how each man basically just wants a woman who lets him do anything he wants,1,5.0,0.8633434080928354
6947,i feel some weird plantar fascitis y thing,4,2.0,0.9798456028966628
4657,RT @Luke_Grossman52: That's what sports are about. Forget the arrogance &amp; trash talking. Its about making people feel like they are a part &#8230;,2,3.0,1.0
6414,i would have left that exam feeling humiliated and reevaluating everything i know about myself,0,3.0,1.0
15521,i feel like every once in a while i should stop trying to do the smart thing and really go for my dreams,1,4.0,0.7488397920122432
3150,i began to feel agitated slightly dizzy amp very hungry,4,5.0,0.860383191335812
13674,i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,1,3.0,0.8162162677580417
12981,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",2,3.0,1.0
4813,i feel this perverse pleasure in knowing how were so much the opposite of everything youre supposed to do,0,4.0,0.8351706294949265
9265,i feel so foolish and ashamed,0,3.0,1.0
5969,i feel fine now but it was pretty rough running for hours and minutes straight,1,4.0,1.0
11891,i feel privileged to have them as a part of my world,1,4.0,0.879971667427259
2939,Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,2,3.0,1.0
1340,i do or make today is a bonus because i feel like today has already been worthwhile,1,4.0,0.8840809742883606
18378,i am still feeling some low energy and effects of stress,0,3.0,0.9409552648993165
1391,i need the cantor ministry after you made me feel that they all hated me and supported your views of me,0,3.0,1.0
14084,@Carxlito PS3 and case is still in the trash can. idgaf anymore,2,4.0,0.75
7437,im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit,1,3.0,0.9373142220260348
13457,i started feeling like myself again but it was a pretty rotten time in between,0,4.0,0.9074090746798074
8802,"thanks for the follow @Jerry_Remy! I may be a @Yankees fan, but you guys are one of the best broadcasters in the @MLB!",2,3.0,1.0
15908,i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,4,3.0,0.9544086629876264
16071,i feel lucky that i have an awesome life and family even though i belong to a middle class,1,3.0,0.8480035153418823
13777,i feel strong style color black line height,1,3.0,0.8819526392513228
6146,"New show announced in Lutsen, MN at Papa Charlies on December 11, 2010 http://artistdata.com/a/2oy4",2,3.0,1.0
9775,ive played fps games and each time ive left feeling like it was an mentally emotionally dangerous thing to do that i had to switch off an important part of my brain just to play it,3,4.0,0.845372589802023
1412,i was feeling pretty satisfied with everything and i was eating fairly well also,1,4.0,0.8490509593833566
12703,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny,5,3.0,0.9424340318745235
12002,i feel your pain whether you want me to or not and its pity implies that for some unfortunate people justice is not enough,0,3.0,0.653663501030711
2256,i personally don t think a cavalier should be trimmed i feel it spoils the look of this breed especially when it has such a gorgeous full coat,1,4.0,0.912696589607902
16172,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore,2,3.0,1.0
15677,i continue to spend hrs into not feeling envious can i really do it,3,3.0,1.0
6120,i have been fortunate to feel the pain and suffering you have endured,0,3.0,1.0
2212,i concentrate on anything else when he feels so miserable,0,3.0,0.9702759221307578
5603,i feel like a whore and im ashamed of,0,3.0,0.6464053913169361
10814,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/Wafg8EYYGM",2,3.0,0.6666666666666666
8881,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell,2,3.0,1.0
6004,i feel pretty good about that,1,5.0,0.9759896111640475
5417,RT @ChrisPalmerNBA: Udonis talking some big trash to Lance. LeBron holds him back.,2,3.0,1.0
4938,i feel bothered,3,3.0,1.0
3624,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,0,3.0,1.0
3158,i have no idea why but i get gastric pain when i feel stressed up,3,2.0,0.9395285971955984
4267,i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,1,3.0,0.6188915182660005
9158,RT @ryancruz_: Travis always on my TL being ghetto &#128514;&#128514;,2,6.0,0.8333333333333334
463,i did some really valuable spiritual work and grew of course but i came out of the whole thing feeling stronger not more mellow,1,5.0,0.8182612214275125
1754,i feel like damaged goods because every time i start to really like someone i get hurt,0,3.0,0.9817383991629429
13416,i feel your scent i enjoy the way you drink your coffee so dignified you smirk at the sight of interesting details black ink spilling words on white paper you spell them out with your lips as you scim along i love when you ask me what do you think,1,2.0,1.0
13137,i am a recovering umlungu addicted to feeling superior,1,3.0,0.816448293280919
6380,i feel so helpless and only hope that somehow they are receiving their dose of drugs that will help them get threw these hard times,0,3.0,0.8628334908716107
3829,i feel like i am being obnoxious by posting every three seconds,3,3.0,0.8251485000757867
378,i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,1,1.0,0.6450010662492182
11298,I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow... #LastHurrahThenDietStarts,2,3.0,1.0
14572,i feel like i am in ludicrous speed,0,3.0,1.0
1335,i feel honoured to own and wear this walking piece of intellectual curiosity,1,3.0,1.0
18583,"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",2,3.0,1.0
2716,i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula,1,3.0,0.8415820670843721
15678,im in your arms i feel safe,1,3.0,0.7878441559102668
16440,i rid myself of many bad habits only to fall back into them when i feel insecure or vulnerable,4,4.0,0.8629883996101841
14982,i at times feel so utterly useless and undeserving of such a magnificent woman in my life,0,5.0,1.0
17961,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",2,3.0,0.6666666666666666
14765,i feel very inadequate physically,0,4.0,0.6681226260138706
10003,i did laps and now feel all virtuous,1,3.0,0.8037545727272513
6322,ive hijacked a fantasy and i feel foolish,0,3.0,0.8223180427275435
13418,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,4,2.0,0.8229193778508143
14264,ive been feeling much more confident,1,3.0,0.781675055022803
1894,ive posted a blog and i feel like thats unfortunate,0,3.0,0.6399093584314695
9399,i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,0,3.0,0.8333611787841798
4661,i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,3,2.0,1.0
14107,@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,2,3.0,0.6666666666666666
7769,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",2,3.0,0.6666666666666666
7090,im feeling cool showing skin and feel like a woman should,1,4.0,0.7619844320994351
6221,i feel discouraged or even a little sad cause i havet had a long term relationship,0,3.0,1.0
13308,i feel totally carefree with them around,1,5.0,0.6212479861538512
9381,i feel the suffering and i really feel the pain,0,2.0,1.0
14602,i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,0,5.0,0.779054982175527
13576,i tend to pretend i understand what someone says even when i dont fully understand because i dont want them to feel embarrassed or to seem like im not in the know,0,5.0,0.832091625389391
17546,i did feel a connection between the two of them i wasn t convinced they d made it to the love stage yet,1,3.0,0.831471044766548
7037,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,2,3.0,1.0
11646,"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;",2,3.0,1.0
15090,i still feel happy whenever i think of that,1,4.0,1.0
12526,Cheers young lady RT @shik702 @BmoreHumble foreverrrr younnnnng *grabs flask and chugs*,2,3.0,1.0
12624,i feel needy and cagey during this wait for leaving to practice my new self in my old settings,0,3.0,0.8702885477333346
17723,i felt like talking too but i didn t know what to say to cause any real damage so that at least my cousin didn t feel alone not that he needed me anyway i tell you he could take on a battalion if necessary,0,2.0,0.911067007334532
12573,i think they enjoyed the event because it made them feel welcomed,1,5.0,0.8430855735471372
15056,i guess im sad because i feel alone in this,0,5.0,0.9668570391615283
16272,@aj2amazing Obispo ho. We'll do it big,2,3.0,0.6666666666666666
3992,@AmeezysAngels96 I'm the trash,2,3.0,0.6666666666666666
6691,i wish i could help take the pain and anguish these families must be feeling innocent children killed while in school where they should be safe,1,3.0,0.8346648761138468
16574,i don t like it when i hmmm feel devastated then i try to be driven towards things that are potentially more devastating just so i can forget about that thing that has devastated me first,0,4.0,1.0
1030,i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,1,4.0,0.8668283650150135
9164,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",2,3.0,0.6666666666666666
2220,i so needed but the feeling of not being empty,0,3.0,0.8502899676883496
11966,i would give you ample reasons to feel ashamed,0,3.0,0.8192158480554824
9488,i dont write because i feel i have superior will power that has enabled me to abstain throughout the years,1,4.0,0.7223381270171174
1577,i was feeling stressed or run down to support the immune system,3,2.0,0.7653449261357799
18130,i told you i never wanted you to rot in hell and most of the time i wished i was just less stupid and clumsy so that you will never ever feel unhappy,0,3.0,1.0
9947,i feel relieved and ready to move on to the next series of challenges that life has to offer,1,3.0,0.896858410284379
3793,i find calming about these colors i dunno i guess they feel pleasant as weird as that sounds,1,3.0,0.8485501530765731
15973,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",2,3.0,0.6666666666666666
15280,i was feeling rejected and sad,0,4.0,0.8106077970241263
4327,i feel like im in this weird in between stage,5,3.0,1.0
17486,i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,4,2.0,0.9115035583308645
8302,i can feel suffering and turmoil but it also feels the same,0,4.0,0.738335092071696
18393,@patrickkimmis @White1979 Remember Dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown,2,3.0,1.0
10544,i was angry and feeling so disillusioned,0,4.0,0.7417328250835682
7686,i feel lethargic and unmotivated in the mornings to wake up and blog or catch up on other things that i could do in the mornings so i can have my evenings free,0,3.0,0.7606900378905186
5731,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies http://artistdata.com/a/2oy4",2,3.0,1.0
2917,i remember being so disappointed with not showing for about months and now i actually feel like my less than lady like movements are more acceptable,1,3.0,0.8298160336741913
5586,i feel and however tragic their situation that s no reason to increase the wage,0,3.0,0.9550856563062076
7088,i guess when you are constantly feeling unhappy around the person it is a sign to you to remove this person from your life,0,1.0,0.9059797045540819
6326,@_icantmiss Boys still got birds in the cage? Lol,2,3.0,1.0
1515,RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU,2,3.0,1.0
18366,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,3,3.0,1.0
11278,i feel that president obama is really trying to make america suck less but i really dont know enough about politics and government to say he is actually doing things thatll be productive,1,3.0,0.8346506398009091
2371,i end up feeling exhausted for all the rest of the day,0,5.0,1.0
3432,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad,2,3.0,0.6666666666666666
2263,i dont feel inhibited and i can work out my problems,0,3.0,0.7122985331406385
4479,im feeling especially honored as my picks feature alongside some of my favorite designers like diane von furstenberg rodarte and jason wu,1,3.0,0.7961787462280407
4239,Free bird.,2,3.0,1.0
17442,"RT @rickygervais: Have a great day, you lovely fellow apes :) http://t.co/jZL7filv0q",2,3.0,0.6666666666666666
1390,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.,2,3.0,1.0
893,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete,2,3.0,1.0
1490,i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them,1,2.0,0.8362538408170377
17599,i feel very contented whenever i think of this because the thought of having good school mates seniors and batchmates makes me feel somewhat rather comforted,1,3.0,1.0
10042,just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!,2,3.0,1.0
14320,i went to an lds step meeting and was so overwhelmed by evil feelings and just broke down and said so at the meeting and expressed how low i felt and how ready i was for these feelings to leave my body,0,4.0,1.0
8516,i needed but i m feeling greedy,3,3.0,1.0
9407,i am feeling more like me except a little weepy,0,3.0,0.7745895187161632
2933,@SusanneWhite they're so goooood. I just want like a savoury salty cheesy cracker,2,3.0,1.0
17649,i live this amorphous lifestyle the less i will be subjected to these feelings but as of now it feels fantastic to be back in the rhythms of working full time,1,3.0,0.8623372635190335
10937,i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,1,4.0,0.5883835039082833
17916,i can feel this really effecting my attitude toward her i feel bitter and angry,3,3.0,0.7144913953147176
18118,Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,2,3.0,1.0
11638,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",2,3.0,0.6666666666666666
1129,i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,0,3.0,0.7192337741110312
731,RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,2,3.0,0.6666666666666666
11110,i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,4,2.0,0.8669100317801948
3084,i do feel amused by all the different debates going on but on the other hand i felt that theres something missing,1,4.0,1.0
7297,i feel thankful that each and everyday he burns in me this way letting me know that in the darkness of the life i have once led under my parents he has risen to show me that i did nothing wrong,1,2.0,0.9349113802117246
4588,i am feeling super fly,1,3.0,1.0
2795,i feel shitty about myself or my work on the heels of feeling great for someone else s accomplishments,0,2.0,0.7889777809557883
8979,i cant be a counselor for you in the way i feel i should i am too damaged myself,0,3.0,0.7834188572668184
7601,i feel as if my husband s life is valued and the duty of care towards him is taken seriously,1,3.0,1.0
798,RT @chughes717: @TyZebruh trash cans are always demanding new music from the gawd Tyga,2,3.0,1.0
6232,"RT @marksidaway: Last time #xfactor auditions came to Dublin, I auditioned @MaryByrneMusic and @NiallOfficial. And a man in a blue monkey s&#8230;",2,3.0,1.0
734,i was trying to determine why i feel so reluctant to actually post what ive written when i finally realized its because i cannot pass something off as a cute idea i had or as a response to something someone could be experiencing,4,2.0,1.0
12630,i feel irritable like no other and running will def cure that,3,3.0,0.6999689493376304
2244,i feel dissatisfied and no matter how selfish i am or how much about me i make saturday it s never enough,3,3.0,0.7769689026672646
178,i think she will have the luxury of looking back at her fashion moments and feel proud,1,4.0,1.0
11469,i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold,3,3.0,1.0
11932,i tells him not to feel troubled over her,0,4.0,0.8636514495532787
1174,im gonna list my favorite work out stuff because once i say stuff on my blog i feel shitty backing out on it,0,4.0,1.0
16847,im sick of being dependent even partially so on someone that makes me feel so unwelcome,0,3.0,0.86519050482029
10023,im puzzled because i have been feeling him wiggle very low in my pelvis and feeling bumps and thumps at the very top of my stomach like the very top,0,4.0,1.0
9830,i feel so fucking stupid for doing so,0,4.0,1.0
790,i have a feeling that it is in canada where she ll find her prince charming,1,3.0,0.9759452086167264
17570,"@ItsMander 
You tryin to say ofay?",2,3.0,0.6666666666666666
9973,i would feel myself being a little bit repressed in my creativity and ideas would not come to me as easily,0,5.0,1.0
11393,@pauIjac because their parental unit is trash.,2,3.0,1.0
198,i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is,3,3.0,0.8886709148831572
14922,i feel really dirty now but it felt really nice,0,2.0,1.0
12279,i feel like im a violent mother,3,3.0,0.7902484154806346
7675,i can tell you that i feel oddly vulnerable and disjointed and like i just dont want to come out and play a lot of the time,4,3.0,1.0
548,i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,3,4.0,1.0
3339,i was feeling discouraged and alone,0,3.0,0.8552663788554203
15604,i feel disgusted c kj rel bookmark class permalink nov middot,3,4.0,0.9734443025356758
13361,i often used the word poggy when we were growing up together when we were feeling particularly ugly or generally not very good those days when all you want to do is stay in bed and hide from the outside world,0,3.0,1.0
7465,&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?,2,3.0,1.0
11772,Watched some crows eat a sandwich,2,3.0,1.0
17318,i feel so blessed and beyond thankful for the opportunity to paint for my readers its been the best,1,2.0,0.974793782968385
12648,i am going to be a little selective about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite,1,3.0,1.0
10506,i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,3,4.0,1.0
16128,"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash",2,3.0,0.6666666666666666
17163,i love children s literature authors who don t feel the need to dumb down things for kids,0,2.0,0.7162156520396077
7533,i could feel julia hesitate as she wasn t yet convinced she should talk to this woman,1,3.0,1.0
66,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??,2,3.0,1.0
4712,i am feeling low i turn to flowers,0,1.0,0.8663334877383486
5214,im feeling very virtuous having just come home from a hour yoga session with my sister whos a yoga teacher,1,4.0,0.5419273298110868
11452,i mean i feel i feel like the i feel the burden i cant breathe and suddenly im terrified of october what have i been doing the past weeks,4,5.0,0.7850036376158545
16934,i am terrified and not feeling terribly keen right now,1,4.0,0.8054177608186991
5033,i feel tortured every moment and theres nowhere i can go to get away from it or to get back to what i was used to,3,4.0,0.9652652126654018
14815,i think she apologizes for a little too much stuff that s not in her control i get the feeling she was sincere about this one,1,3.0,0.9615838356756641
2572,i feel equally wronged,3,4.0,0.7784516992323023
14924,i feel like i am unhappy missing too much from the baby or anything else i will quit,0,3.0,1.0
15715,Watching #Steelers colts getting blinded by the Steelers uniys look like bunch of bumblebees,2,3.0,1.0
622,i feel a little like tom daley who was rightly ecstatic with his bronze medal i also feel that those delightful ladies from the wi really need to fucking lighten up a bit,1,3.0,0.6850179336642801
17188,i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,4,2.0,0.884186062366289
6222,Harlem World trash? Interesting.,2,3.0,0.6666666666666666
787,i feel blessed to have found such a wonderful friend,1,2.0,0.7162771746928631
3332,@KeiveeB yellow shirt hat turnt to da side,2,3.0,0.6666666666666666
18522,i become more comfortable in this remodeled office i am feeling much gratitude for its wonderful amenities,1,3.0,1.0
6008,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,2,3.0,1.0
15411,i feel innocent and free again,1,4.0,0.8558716506732663
8334,i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests,0,3.0,0.8267007748520644
17698,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie,2,3.0,1.0
11472,i feel heartbroken for the people of north carolina,0,3.0,1.0
16202,i thought we had done wrong by calling it off and i suddenly didnt feel confident in saying yes,1,3.0,0.9103375837815808
15356,i get a little twitchy when i feel like someone is depending on me and i have to have a flawless job done in the end,1,4.0,0.8660098454502009
15757,i am feeling fine i take suppliments for health,1,4.0,0.8753520228459978
12645,@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING,2,3.0,1.0
12478,"""Just follow the yellow brick twitter.""",2,3.0,1.0
515,i feel is strange rel bookmark november a href http eagleandhammer,5,3.0,1.0
478,i feel successful as a lazy mom,1,4.0,0.7626319350534562
